,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1282,Knew Better / Forever Boy,Dangerous Woman,Ariana Grande,2016-05-20,299213,55,0.484,0.235,0.484,0.381,3.6e-06,0.0998,-6.705,0.0711,106.65,4
1283,Thinking Bout You,Dangerous Woman,Ariana Grande,2016-05-20,200386,51,0.507,0.0152,0.507,0.696,0.000821,0.121,-6.027,0.0621,102.983,4
1284,Step On Up,Dangerous Woman,Ariana Grande,2016-05-20,180853,63,0.662,0.0874,0.662,0.877,0.0,0.273,-4.185,0.112,110.905,4
1285,Jason's Song (Gave It Away),Dangerous Woman,Ariana Grande,2016-05-20,264640,47,0.65,0.45,0.65,0.655,3.13e-05,0.073,-4.307,0.0631,105.95,4
1286,Moonlight,Dangerous Woman,Ariana Grande,2016-05-20,202360,21,0.626,0.417,0.626,0.412,3.55e-06,0.048,-7.339,0.0292,102.169,3
1287,Dangerous Woman,Dangerous Woman,Ariana Grande,2016-05-20,235946,23,0.662,0.0529,0.662,0.602,0.0,0.356,-5.369,0.0401,133.969,3
1288,Be Alright,Dangerous Woman,Ariana Grande,2016-05-20,179293,23,0.813,0.169,0.813,0.456,2.85e-06,0.105,-7.667,0.0685,108.801,4
1289,Into You,Dangerous Woman,Ariana Grande,2016-05-20,244453,33,0.623,0.0162,0.623,0.734,1.9e-06,0.145,-5.95,0.107,107.853,4
1290,Side To Side,Dangerous Woman,Ariana Grande,2016-05-20,226160,31,0.65,0.0513,0.65,0.736,0.0,0.235,-5.84,0.229,159.174,4
1291,Let Me Love You,Dangerous Woman,Ariana Grande,2016-05-20,223853,16,0.528,0.0295,0.528,0.435,0.0,0.243,-8.363,0.129,102.704,3
1292,Greedy,Dangerous Woman,Ariana Grande,2016-05-20,214906,22,0.62,0.0323,0.62,0.705,0.0,0.092,-5.335,0.0989,109.974,4
1293,Leave Me Lonely,Dangerous Woman,Ariana Grande,2016-05-20,229680,10,0.445,0.596,0.445,0.449,2.34e-05,0.339,-7.472,0.0315,90.927,3
1294,Everyday,Dangerous Woman,Ariana Grande,2016-05-20,194840,21,0.637,0.0152,0.637,0.733,0.0,0.162,-4.387,0.0553,131.005,4
1295,Sometimes,Dangerous Woman,Ariana Grande,2016-05-20,226666,17,0.394,0.0901,0.394,0.666,0.0,0.344,-5.383,0.25,77.827,4
1296,I Don't Care,Dangerous Woman,Ariana Grande,2016-05-20,178026,10,0.59,0.729,0.59,0.403,1.38e-06,0.153,-8.286,0.0431,111.948,4
1297,Bad Decisions,Dangerous Woman,Ariana Grande,2016-05-20,226426,16,0.698,0.0146,0.698,0.646,0.0,0.269,-5.368,0.0415,131.945,4
1298,Touch It,Dangerous Woman,Ariana Grande,2016-05-20,260000,16,0.536,0.0305,0.536,0.694,0.0,0.183,-4.369,0.0331,100.899,4
1299,Knew Better / Forever Boy,Dangerous Woman,Ariana Grande,2016-05-20,299213,12,0.484,0.235,0.484,0.38,3.8e-06,0.0998,-6.706,0.071,106.652,4
1300,Thinking Bout You,Dangerous Woman,Ariana Grande,2016-05-20,200386,14,0.507,0.0149,0.507,0.697,0.000887,0.122,-6.021,0.0616,102.983,4
1301,Focus,Dangerous Woman,Ariana Grande,2016-05-20,211360,34,0.672,0.266,0.672,0.876,0.0,0.444,-6.036,0.244,100.018,4
1302,Moonlight,Dangerous Woman,Ariana Grande,2016-05-20,202360,55,0.633,0.42,0.633,0.412,3.57e-06,0.048,-7.339,0.0284,102.215,3
1303,Dangerous Woman,Dangerous Woman,Ariana Grande,2016-05-20,235946,67,0.664,0.0529,0.664,0.602,0.0,0.356,-5.369,0.0412,134.049,3
1304,Be Alright,Dangerous Woman,Ariana Grande,2016-05-20,179293,41,0.813,0.169,0.813,0.456,2.86e-06,0.105,-7.667,0.0684,108.801,4
1305,Into You,Dangerous Woman,Ariana Grande,2016-05-20,244453,68,0.623,0.0162,0.623,0.734,1.75e-06,0.145,-5.948,0.107,107.853,4
1306,Side To Side,Dangerous Woman,Ariana Grande,2016-05-20,226160,67,0.65,0.0528,0.65,0.736,0.0,0.235,-5.84,0.229,159.173,4
1307,Let Me Love You,Dangerous Woman,Ariana Grande,2016-05-20,223853,62,0.527,0.0295,0.527,0.435,0.0,0.243,-8.363,0.129,102.698,3
1308,Greedy,Dangerous Woman,Ariana Grande,2016-05-20,214906,59,0.619,0.0323,0.619,0.705,0.0,0.0919,-5.335,0.099,109.975,4
1309,Leave Me Lonely,Dangerous Woman,Ariana Grande,2016-05-20,229680,31,0.445,0.599,0.445,0.446,2.21e-05,0.339,-7.468,0.0312,90.927,3
1310,Everyday,Dangerous Woman,Ariana Grande,2016-05-20,194840,58,0.637,0.0149,0.637,0.733,0.0,0.162,-4.413,0.0563,131.004,4
1311,Bad Decisions,Dangerous Woman,Ariana Grande,2016-05-20,226426,30,0.696,0.0173,0.696,0.653,0.0,0.279,-5.36,0.0425,131.949,4
1312,Thinking Bout You,Dangerous Woman,Ariana Grande,2016-05-20,200400,52,0.515,0.0148,0.515,0.696,0.000864,0.123,-6.028,0.0648,103.134,4
1313,Moonlight,Dangerous Woman (Edited),Ariana Grande,2016-05-20,202360,18,0.633,0.42,0.633,0.412,3.57e-06,0.048,-7.339,0.0284,102.215,3
1314,Dangerous Woman,Dangerous Woman (Edited),Ariana Grande,2016-05-20,235946,25,0.664,0.0529,0.664,0.602,0.0,0.356,-5.369,0.0412,134.049,3
1315,Be Alright,Dangerous Woman (Edited),Ariana Grande,2016-05-20,179293,17,0.813,0.169,0.813,0.456,2.86e-06,0.105,-7.667,0.0684,108.801,4
1316,Into You,Dangerous Woman (Edited),Ariana Grande,2016-05-20,244453,21,0.623,0.0162,0.623,0.734,1.75e-06,0.145,-5.948,0.107,107.853,4
1317,Side To Side,Dangerous Woman (Edited),Ariana Grande,2016-05-20,226160,28,0.645,0.0415,0.645,0.725,0.0,0.165,-5.816,0.184,159.169,4
1318,Let Me Love You,Dangerous Woman (Edited),Ariana Grande,2016-05-20,223853,20,0.527,0.0295,0.527,0.435,0.0,0.243,-8.363,0.129,102.698,3
1319,Greedy,Dangerous Woman (Edited),Ariana Grande,2016-05-20,214906,19,0.619,0.0323,0.619,0.705,0.0,0.0919,-5.335,0.099,109.975,4
1320,Leave Me Lonely,Dangerous Woman (Edited),Ariana Grande,2016-05-20,229680,16,0.445,0.599,0.445,0.446,2.21e-05,0.339,-7.468,0.0312,90.927,3
1321,Everyday,Dangerous Woman (Edited),Ariana Grande,2016-05-20,194840,20,0.63,0.017,0.63,0.721,0.0,0.189,-4.51,0.0521,130.974,4
1322,Sometimes,Dangerous Woman (Edited),Ariana Grande,2016-05-20,226666,18,0.397,0.0907,0.397,0.666,0.0,0.344,-5.383,0.248,77.915,4
1323,I Don't Care,Dangerous Woman (Edited),Ariana Grande,2016-05-20,178026,21,0.585,0.773,0.585,0.401,0.0,0.153,-8.319,0.0412,111.956,4
1324,Bad Decisions,Dangerous Woman (Edited),Ariana Grande,2016-05-20,226426,17,0.691,0.0149,0.691,0.642,0.0,0.28,-5.399,0.0429,131.988,4
1325,Touch It,Dangerous Woman (Edited),Ariana Grande,2016-05-20,260000,20,0.536,0.0303,0.536,0.694,0.0,0.183,-4.369,0.0332,100.906,4
1326,Knew Better / Forever Boy,Dangerous Woman (Edited),Ariana Grande,2016-05-20,299213,17,0.484,0.235,0.484,0.381,3.6e-06,0.0998,-6.705,0.0711,106.65,4
1327,Thinking Bout You,Dangerous Woman (Edited),Ariana Grande,2016-05-20,200400,19,0.505,0.0164,0.505,0.704,0.000469,0.121,-6.08,0.0584,102.988,4
1328,Step On Up,Dangerous Woman (Edited),Ariana Grande,2016-05-20,180853,34,0.662,0.0874,0.662,0.877,0.0,0.273,-4.185,0.112,110.905,4
1329,Jason's Song (Gave It Away),Dangerous Woman (Edited),Ariana Grande,2016-05-20,264626,20,0.678,0.432,0.678,0.645,1.69e-05,0.0774,-5.363,0.0602,105.957,4
1330,Moonlight,Dangerous Woman,Ariana Grande,2016-05-20,202360,1,0.626,0.417,0.626,0.412,3.55e-06,0.048,-7.339,0.0292,102.169,3
1331,Dangerous Woman,Dangerous Woman,Ariana Grande,2016-05-20,235946,1,0.662,0.0529,0.662,0.602,0.0,0.356,-5.369,0.0401,133.969,3
1332,Be Alright,Dangerous Woman,Ariana Grande,2016-05-20,179293,1,0.813,0.169,0.813,0.456,2.85e-06,0.105,-7.667,0.0685,108.801,4
1333,Into You,Dangerous Woman,Ariana Grande,2016-05-20,244453,1,0.623,0.0162,0.623,0.734,1.9e-06,0.145,-5.95,0.107,107.853,4
1334,Side To Side,Dangerous Woman,Ariana Grande,2016-05-20,226160,1,0.644,0.0415,0.644,0.725,0.0,0.165,-5.816,0.184,159.172,4
1335,Let Me Love You,Dangerous Woman,Ariana Grande,2016-05-20,223853,0,0.528,0.0295,0.528,0.435,0.0,0.243,-8.363,0.129,102.704,3
1336,Greedy,Dangerous Woman,Ariana Grande,2016-05-20,214906,0,0.62,0.0323,0.62,0.705,0.0,0.092,-5.335,0.0989,109.974,4
1337,Leave Me Lonely,Dangerous Woman,Ariana Grande,2016-05-20,229680,0,0.445,0.596,0.445,0.449,2.34e-05,0.339,-7.472,0.0315,90.927,3
1338,Everyday,Dangerous Woman,Ariana Grande,2016-05-20,194840,1,0.631,0.0168,0.631,0.721,0.0,0.189,-4.51,0.0521,130.975,4
1339,Sometimes,Dangerous Woman,Ariana Grande,2016-05-20,226666,0,0.394,0.0901,0.394,0.666,0.0,0.344,-5.383,0.25,77.827,4
1340,I Don't Care,Dangerous Woman,Ariana Grande,2016-05-20,178026,0,0.587,0.772,0.587,0.4,0.0,0.153,-8.32,0.0402,111.972,4
1341,Bad Decisions,Dangerous Woman,Ariana Grande,2016-05-20,226426,0,0.697,0.0149,0.697,0.643,0.0,0.28,-5.399,0.0427,131.96,4
1342,Touch It,Dangerous Woman,Ariana Grande,2016-05-20,260000,0,0.536,0.0305,0.536,0.694,0.0,0.183,-4.369,0.0331,100.899,4
1343,Knew Better / Forever Boy,Dangerous Woman,Ariana Grande,2016-05-20,299213,0,0.484,0.235,0.484,0.38,3.8e-06,0.0998,-6.706,0.071,106.652,4
1344,Thinking Bout You,Dangerous Woman,Ariana Grande,2016-05-20,200400,0,0.519,0.0164,0.519,0.704,0.000479,0.121,-6.08,0.0577,103.014,4
1345,Moonlight,Dangerous Woman,Ariana Grande,2016-05-20,202360,19,0.626,0.417,0.626,0.412,3.55e-06,0.048,-7.339,0.0292,102.169,3
1346,Dangerous Woman,Dangerous Woman,Ariana Grande,2016-05-20,235946,43,0.662,0.0529,0.662,0.602,0.0,0.356,-5.369,0.0401,133.969,3
1347,Be Alright,Dangerous Woman,Ariana Grande,2016-05-20,179293,16,0.813,0.169,0.813,0.456,2.85e-06,0.105,-7.667,0.0685,108.801,4
1348,Into You,Dangerous Woman,Ariana Grande,2016-05-20,244453,21,0.623,0.0162,0.623,0.734,1.9e-06,0.145,-5.95,0.107,107.853,4
1349,Side To Side,Dangerous Woman,Ariana Grande,2016-05-20,226160,44,0.644,0.0415,0.644,0.725,0.0,0.165,-5.816,0.184,159.172,4
1350,Let Me Love You,Dangerous Woman,Ariana Grande,2016-05-20,223853,20,0.528,0.0295,0.528,0.435,0.0,0.243,-8.363,0.129,102.704,3
1351,Greedy,Dangerous Woman,Ariana Grande,2016-05-20,214906,20,0.62,0.0323,0.62,0.705,0.0,0.092,-5.335,0.0989,109.974,4
1352,Leave Me Lonely,Dangerous Woman,Ariana Grande,2016-05-20,229680,14,0.445,0.596,0.445,0.449,2.34e-05,0.339,-7.472,0.0315,90.927,3
1353,Everyday,Dangerous Woman,Ariana Grande,2016-05-20,194840,33,0.631,0.0168,0.631,0.721,0.0,0.189,-4.51,0.0521,130.975,4
1354,Bad Decisions,Dangerous Woman,Ariana Grande,2016-05-20,226426,24,0.694,0.0146,0.694,0.643,0.0,0.281,-5.404,0.0414,131.966,4
1355,Thinking Bout You,Dangerous Woman,Ariana Grande,2016-05-20,200400,34,0.525,0.0175,0.525,0.697,0.000435,0.121,-6.06,0.0632,103.038,4
1356,Moonlight,Dangerous Woman,Ariana Grande,2016-04-01,202360,60,0.626,0.417,0.626,0.412,3.55e-06,0.048,-7.339,0.0292,102.169,3
1357,Dangerous Woman,Dangerous Woman,Ariana Grande,2016-04-01,235946,72,0.662,0.0529,0.662,0.602,0.0,0.356,-5.369,0.0401,133.969,3
1358,Be Alright,Dangerous Woman,Ariana Grande,2016-04-01,179293,60,0.813,0.169,0.813,0.456,2.85e-06,0.105,-7.667,0.0685,108.801,4
1359,Into You,Dangerous Woman,Ariana Grande,2016-04-01,244453,74,0.623,0.0162,0.623,0.734,1.9e-06,0.145,-5.95,0.107,107.853,4
1360,Side To Side,Dangerous Woman,Ariana Grande,2016-04-01,226160,74,0.65,0.0513,0.65,0.736,0.0,0.235,-5.84,0.229,159.174,4
1361,Let Me Love You,Dangerous Woman,Ariana Grande,2016-04-01,223853,67,0.528,0.0295,0.528,0.435,0.0,0.243,-8.363,0.129,102.704,3
1362,Greedy,Dangerous Woman,Ariana Grande,2016-04-01,214906,65,0.62,0.0323,0.62,0.705,0.0,0.092,-5.335,0.0989,109.974,4
1363,Leave Me Lonely,Dangerous Woman,Ariana Grande,2016-04-01,229680,52,0.445,0.596,0.445,0.449,2.34e-05,0.339,-7.472,0.0315,90.927,3
1364,Everyday,Dangerous Woman,Ariana Grande,2016-04-01,194840,64,0.637,0.0152,0.637,0.733,0.0,0.162,-4.387,0.0553,131.005,4
1365,Sometimes,Dangerous Woman,Ariana Grande,2016-04-01,226666,52,0.394,0.0901,0.394,0.666,0.0,0.344,-5.383,0.25,77.827,4
1366,I Don't Care,Dangerous Woman,Ariana Grande,2016-04-01,178026,46,0.59,0.729,0.59,0.403,1.38e-06,0.153,-8.286,0.0431,111.948,4
1367,Bad Decisions,Dangerous Woman,Ariana Grande,2016-04-01,226426,52,0.698,0.0146,0.698,0.646,0.0,0.269,-5.368,0.0415,131.945,4
1368,Touch It,Dangerous Woman,Ariana Grande,2016-04-01,260000,57,0.536,0.0305,0.536,0.694,0.0,0.183,-4.369,0.0331,100.899,4
1369,Knew Better / Forever Boy,Dangerous Woman,Ariana Grande,2016-04-01,299213,53,0.484,0.235,0.484,0.38,3.8e-06,0.0998,-6.706,0.071,106.652,4
1370,Thinking Bout You,Dangerous Woman,Ariana Grande,2016-04-01,200400,57,0.507,0.0149,0.507,0.697,0.000887,0.122,-6.021,0.0616,102.983,4
1371,Intro,My Everything (Italian Edition),Ariana Grande,2015-06-30,79840,8,0.416,0.969,0.416,0.182,3.51e-05,0.339,-12.439,0.0337,90.351,4
1372,Problem,My Everything (Italian Edition),Ariana Grande,2015-06-30,193920,20,0.659,0.0193,0.659,0.804,9.17e-06,0.161,-5.353,0.152,102.997,4
1373,One Last Time,My Everything (Italian Edition),Ariana Grande,2015-06-30,197266,21,0.627,0.0921,0.627,0.594,1.52e-06,0.096,-5.036,0.0323,125.024,4
1374,Why Try,My Everything (Italian Edition),Ariana Grande,2015-06-30,211880,14,0.324,0.0499,0.324,0.664,0.0,0.15,-5.94,0.0591,160.027,4
1375,Break Free,My Everything (Italian Edition),Ariana Grande,2015-06-30,214840,20,0.688,0.00631,0.688,0.702,4.1e-05,0.204,-5.324,0.0455,129.949,4
1376,Best Mistake,My Everything (Italian Edition),Ariana Grande,2015-06-30,233733,13,0.652,0.545,0.652,0.576,0.0,0.112,-6.894,0.447,143.886,4
1377,Be My Baby,My Everything (Italian Edition),Ariana Grande,2015-06-30,217053,12,0.622,0.0734,0.622,0.581,8.26e-06,0.0824,-6.256,0.0354,145.091,4
1378,Break Your Heart Right Back,My Everything (Italian Edition),Ariana Grande,2015-06-30,253386,10,0.727,0.0114,0.727,0.604,0.0,0.0639,-5.673,0.0505,93.903,4
1379,Love Me Harder,My Everything (Italian Edition),Ariana Grande,2015-06-30,236133,19,0.483,0.00974,0.483,0.714,0.0,0.0763,-4.389,0.0331,99.029,4
1380,Just A Little Bit Of Your Heart,My Everything (Italian Edition),Ariana Grande,2015-06-30,232586,13,0.433,0.691,0.433,0.324,0.0,0.0994,-5.959,0.0284,77.993,4
1381,Hands On Me,My Everything (Italian Edition),Ariana Grande,2015-06-30,192226,10,0.662,0.226,0.662,0.767,1.44e-06,0.324,-5.693,0.0379,97.973,4
1382,My Everything,My Everything (Italian Edition),Ariana Grande,2015-06-30,168520,12,0.469,0.882,0.469,0.262,0.0,0.129,-5.308,0.0299,109.675,4
1383,Bang Bang,My Everything (Italian Edition),Ariana Grande,2015-06-30,199320,17,0.705,0.285,0.705,0.75,0.0,0.396,-4.449,0.106,149.989,4
1384,Only 1,My Everything (Italian Edition),Ariana Grande,2015-06-30,193986,9,0.647,0.505,0.647,0.841,0.0,0.0782,-5.716,0.249,101.359,4
1385,You Don't Know Me,My Everything (Italian Edition),Ariana Grande,2015-06-30,233666,9,0.382,0.0458,0.382,0.631,0.0,0.128,-5.886,0.258,170.174,4
1386,One Last Time,My Everything (Italian Edition),Ariana Grande,2015-06-30,197973,34,0.63,0.0855,0.63,0.696,9.22e-06,0.102,-5.219,0.0358,125.061,4
1387,Love Me Harder - Alex Ghenea Remix,My Everything (Italian Edition),Ariana Grande,2015-06-30,211186,9,0.615,0.216,0.615,0.538,0.0,0.0626,-7.425,0.0373,109.971,4
1388,One Last Time - Gazzo Remix,My Everything (Italian Edition),Ariana Grande,2015-06-30,246973,8,0.645,0.0548,0.645,0.913,3.63e-05,0.442,-4.413,0.0395,125.06,4
1389,The Way - Sidney Samson Remix,The Remix,Ariana Grande,2015-05-25,319133,7,0.832,0.00698,0.832,0.577,0.648,0.261,-6.452,0.0613,128.021,4
1390,Right There - 7th Heaven Radio Edit,The Remix,Ariana Grande,2015-05-25,244173,8,0.691,0.0181,0.691,0.897,3.4e-05,0.202,-3.239,0.0364,132.038,4
1391,Right There - Ralphi Rosario Radio,The Remix,Ariana Grande,2015-05-25,227533,6,0.68,0.0876,0.68,0.927,0.000891,0.207,-3.608,0.0512,130.026,4
1392,Baby I - Cosmic Dawn Radio Edit,The Remix,Ariana Grande,2015-05-25,239440,7,0.684,0.00209,0.684,0.823,0.000855,0.362,-4.674,0.0384,124.954,4
1393,Baby I - A Director’s Cut Radio Edit,The Remix,Ariana Grande,2015-05-25,228906,7,0.637,0.00902,0.637,0.758,0.00091,0.12,-8.546,0.0299,124.026,4
1394,Problem - Wayne G Radio Edit,The Remix,Ariana Grande,2015-05-25,188400,10,0.517,0.0465,0.517,0.924,0.0384,0.318,-3.448,0.135,119.828,4
1395,Problem - Dave Aude Twerk Edit,The Remix,Ariana Grande,2015-05-25,195533,11,0.62,0.0131,0.62,0.92,0.0171,0.354,-3.625,0.216,102.996,4
1396,Problem - Dawin Remix,The Remix,Ariana Grande,2015-05-25,205546,19,0.739,0.0127,0.739,0.812,0.000935,0.0573,-5.12,0.0533,103.034,4
1397,Break Free - Zedd's Extended Mix,The Remix,Ariana Grande,2015-05-25,295413,20,0.702,0.00144,0.702,0.72,0.00189,0.0955,-5.655,0.0401,129.985,4
1398,Bang Bang - Dada Life Remix,The Remix,Ariana Grande,2015-05-25,215186,5,0.745,0.00251,0.745,0.952,0.223,0.367,-4.347,0.0678,129.999,4
1399,Bang Bang - 3LAU Remix,The Remix,Ariana Grande,2015-05-25,186480,5,0.665,0.0151,0.665,0.877,1.92e-06,0.425,-3.292,0.0433,127.972,4
1400,Love Me Harder - Kassiano Remix,The Remix,Ariana Grande,2015-05-25,217226,4,0.86,0.003,0.86,0.931,0.00103,0.0463,-2.047,0.104,100.01,4
1401,Love Me Harder - Gregor Salto Amsterdam Mix,The Remix,Ariana Grande,2015-05-25,255920,5,0.694,0.0795,0.694,0.501,0.429,0.209,-6.168,0.0619,124.947,4
1402,Love Me Harder - DJ Class Remix,The Remix,Ariana Grande,2015-05-25,209333,4,0.82,0.000304,0.82,0.643,0.887,0.11,-9.347,0.0764,135.024,4
1403,One Last Time - Gazzo Remix,The Remix,Ariana Grande,2015-05-25,246933,11,0.642,0.0522,0.642,0.917,3.6e-05,0.437,-4.428,0.0393,125.017,4
1404,Intro,My Everything (Deluxe),Ariana Grande,2015-04-13,79840,21,0.259,0.969,0.259,0.182,3.51e-05,0.339,-12.439,0.0388,171.476,4
1405,Problem,My Everything (Deluxe),Ariana Grande,2015-04-13,193920,45,0.659,0.0193,0.659,0.804,9.08e-06,0.161,-5.352,0.154,103.026,4
1406,One Last Time,My Everything (Deluxe),Ariana Grande,2015-04-13,197266,51,0.627,0.0921,0.627,0.594,1.52e-06,0.096,-5.036,0.0323,125.023,4
1407,Why Try,My Everything (Deluxe),Ariana Grande,2015-04-13,211880,31,0.267,0.0499,0.267,0.664,0.0,0.15,-5.94,0.0635,159.804,4
1408,Break Free,My Everything (Deluxe),Ariana Grande,2015-04-13,214840,47,0.688,0.00658,0.688,0.705,4.04e-05,0.204,-5.323,0.0456,129.949,4
1409,Best Mistake,My Everything (Deluxe),Ariana Grande,2015-04-13,233733,33,0.65,0.545,0.65,0.576,0.0,0.112,-6.894,0.449,143.987,4
1410,Be My Baby,My Everything (Deluxe),Ariana Grande,2015-04-13,217053,29,0.622,0.0734,0.622,0.581,8.03e-06,0.0824,-6.256,0.0354,145.092,4
1411,Break Your Heart Right Back,My Everything (Deluxe),Ariana Grande,2015-04-13,253386,25,0.726,0.0114,0.726,0.604,0.0,0.0639,-5.673,0.0505,93.898,4
1412,Love Me Harder,My Everything (Deluxe),Ariana Grande,2015-04-13,236133,47,0.483,0.00974,0.483,0.714,0.0,0.0763,-4.389,0.0331,99.027,4
1413,Just A Little Bit Of Your Heart,My Everything (Deluxe),Ariana Grande,2015-04-13,232586,33,0.44,0.691,0.44,0.324,0.0,0.0994,-5.959,0.028,77.93,4
1414,Hands On Me,My Everything (Deluxe),Ariana Grande,2015-04-13,192226,23,0.662,0.225,0.662,0.767,1.43e-06,0.324,-5.693,0.0379,97.973,4
1415,My Everything,My Everything (Deluxe),Ariana Grande,2015-04-13,168520,30,0.527,0.882,0.527,0.264,0.0,0.129,-5.309,0.0309,123.143,4
1416,Bang Bang,My Everything (Deluxe),Ariana Grande,2015-04-13,199320,25,0.705,0.285,0.705,0.75,0.0,0.396,-4.449,0.106,149.995,4
1417,Only 1,My Everything (Deluxe),Ariana Grande,2015-04-13,193986,25,0.648,0.505,0.648,0.841,0.0,0.0783,-5.716,0.249,101.359,4
1418,You Don't Know Me,My Everything (Deluxe),Ariana Grande,2015-04-13,231746,22,0.381,0.045,0.381,0.63,0.0,0.143,-5.886,0.259,170.175,4
1419,One Last Time (Attends-Moi),My Everything (Deluxe),Ariana Grande,2015-04-13,196186,32,0.659,0.0721,0.659,0.634,0.0,0.107,-4.207,0.03,125.032,4
1420,Love Me Harder - Alex Ghenea Remix,My Everything (Deluxe),Ariana Grande,2015-04-13,211520,16,0.609,0.203,0.609,0.545,0.0,0.0521,-7.465,0.0377,109.98,4
1421,One Last Time - Gazzo Remix,My Everything (Deluxe),Ariana Grande,2015-04-13,245120,13,0.637,0.0581,0.637,0.929,6.04e-05,0.668,-4.411,0.0433,125.032,4
1422,State Of Grace (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,295413,69,0.594,0.000328,0.594,0.713,0.0,0.114,-5.314,0.0503,129.958,4
1423,Red (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,223093,75,0.516,0.00108,0.516,0.777,1.62e-06,0.0761,-4.908,0.0375,125.047,4
1424,Treacherous (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,242720,68,0.645,0.0344,0.645,0.593,0.000127,0.13,-6.506,0.0288,109.984,4
1425,I Knew You Were Trouble (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,219760,72,0.584,0.0129,0.584,0.557,0.0,0.0576,-6.371,0.0342,154.008,4
1426,All Too Well (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,329160,74,0.44,0.0171,0.44,0.528,0.00203,0.234,-7.809,0.0317,185.972,4
1427,22 (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,230960,70,0.642,0.000443,0.642,0.695,1.02e-05,0.0753,-5.62,0.0281,103.984,4
1428,I Almost Do (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,244586,66,0.511,0.0167,0.511,0.559,0.0,0.113,-6.587,0.0264,145.88,4
1429,We Are Never Ever Getting Back Together (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,193146,71,0.567,0.0317,0.567,0.686,1.86e-06,0.0732,-6.139,0.175,172.014,4
1430,Stay Stay Stay (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,205786,67,0.693,0.0848,0.693,0.681,0.0,0.0768,-7.039,0.025,100.02,4
1431,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),Red (Taylor's Version),Taylor Swift,2021-11-12,299080,67,0.502,0.0399,0.502,0.534,0.0,0.0977,-5.954,0.0278,94.05,4
1432,Holy Ground (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,202960,66,0.622,0.0288,0.622,0.809,0.00218,0.109,-5.623,0.0638,156.894,4
1433,Sad Beautiful Tragic (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,284773,65,0.601,0.622,0.601,0.406,9.19e-05,0.133,-11.827,0.0275,130.059,3
1434,The Lucky One (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,240466,65,0.686,0.066,0.686,0.571,0.0,0.0608,-7.138,0.05,117.889,4
1435,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Red (Taylor's Version),Taylor Swift,2021-11-12,245426,70,0.498,0.271,0.498,0.61,0.0,0.223,-5.098,0.0363,79.918,4
1436,Starlight (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,220413,64,0.628,0.00324,0.628,0.685,0.0,0.18,-5.864,0.0358,126.014,4
1437,Begin Again (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,238866,67,0.519,0.075,0.519,0.527,0.0,0.132,-7.673,0.0274,78.915,4
1438,The Moment I Knew (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,285280,65,0.636,0.0494,0.636,0.402,0.0,0.107,-7.855,0.031,125.952,4
1439,Come Back...Be Here (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,223333,69,0.46,0.0158,0.46,0.632,0.0,0.0822,-6.031,0.0302,79.846,4
1440,Girl At Home (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,220520,63,0.691,0.00955,0.691,0.736,1.88e-05,0.101,-6.974,0.0326,125.089,4
1441,State Of Grace (Acoustic Version) (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,321640,63,0.445,0.663,0.445,0.131,1.57e-06,0.108,-13.778,0.0564,208.918,3
1442,Ronan (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,264253,60,0.623,0.661,0.623,0.279,0.0,0.193,-10.802,0.031,116.04,4
1443,Better Man (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,297013,69,0.473,0.214,0.473,0.579,0.0,0.0877,-5.824,0.0384,73.942,4
1444,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,258812,75,0.606,0.817,0.606,0.377,0.0,0.154,-9.455,0.0275,101.96,4
1445,Babe (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,224240,69,0.584,0.0538,0.584,0.743,2.83e-06,0.121,-7.075,0.0931,167.844,4
