,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1926,Something About Space Dude,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,208813,34,0.662,0.718,0.662,0.32,0.17,0.115,-12.017,0.0284,92.979,4
1927,Space Bootz,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,279786,48,0.521,0.00508,0.521,0.649,0.0,0.0494,-5.694,0.0367,81.036,4
1928,Fucking Fucked Up,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,50466,33,0.87,0.521,0.87,0.678,0.00923,0.378,-7.645,0.0323,108.838,4
1929,BB Talk,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,272813,47,0.58,0.0159,0.58,0.792,0.0,0.0684,-5.94,0.0492,100.061,4
1930,Fweaky,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,227546,37,0.508,0.164,0.508,0.449,0.0,0.172,-9.446,0.0378,103.381,4
1931,Bang Me Box,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,221706,38,0.755,0.00109,0.755,0.586,6.88e-05,0.0972,-4.512,0.0286,107.189,4
1932,Milky Milky Milk,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,287106,33,0.423,0.0218,0.423,0.725,0.00132,0.122,-6.906,0.0821,191.71,4
1933,Slab of Butter (Scorpion) (feat. Sarah Barthel),Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,301106,39,0.44,0.00991,0.44,0.652,0.00102,0.0891,-6.448,0.0638,134.429,4
1934,I'm So Drunk,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,46506,37,0.766,0.00632,0.766,0.581,0.000472,0.298,-10.087,0.0584,131.987,3
1935,I Forgive Yiew,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,194373,33,0.657,0.0194,0.657,0.55,0.0,0.166,-7.934,0.114,131.902,4
1936,I Get So Scared,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,233266,38,0.557,0.663,0.557,0.645,0.000136,0.137,-5.965,0.041,149.534,4
1937,Lighter,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,319106,36,0.667,0.269,0.667,0.451,2.83e-05,0.0928,-8.659,0.0565,89.995,4
1938,Tangerine (feat. Big Sean),Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,305826,31,0.622,0.256,0.622,0.386,3.15e-06,0.13,-10.472,0.0284,132.136,4
1939,Tiger Dreams (feat. Ariel Pink),Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,352080,35,0.526,0.432,0.526,0.473,0.815,0.109,-11.613,0.0331,135.03,4
1940,Evil is but a Shadow,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,275440,30,0.626,0.128,0.626,0.56,0.532,0.189,-11.396,0.0344,149.967,4
1941,Cyrus Skies,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,333173,35,0.491,0.159,0.491,0.31,0.0859,0.176,-8.874,0.0253,77.521,4
1942,1 Sun,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,239600,34,0.481,0.000645,0.481,0.827,7.04e-06,0.641,-6.745,0.0411,102.974,4
1943,Miley Tibetan Bowlzzz,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,129346,31,0.246,0.978,0.246,0.192,0.923,0.115,-11.104,0.0364,60.12,4
1944,Pablow The Blowfish,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,210240,34,0.61,0.773,0.61,0.0863,0.0,0.0715,-14.606,0.0594,72.101,4
1945,Twinkle Song,Miley Cyrus & Her Dead Petz,Miley Cyrus,2015-08-30,223280,47,0.51,0.984,0.51,0.0816,0.0,0.286,-9.683,0.0647,170.406,4
1946,Adore You,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,278746,68,0.583,0.111,0.583,0.655,3.57e-06,0.113,-5.407,0.0315,119.759,4
1947,We Can't Stop,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,231240,78,0.613,0.00882,0.613,0.622,0.0,0.37,-5.794,0.0334,80.003,4
1948,SMS (Bangerz) (feat. Britney Spears),Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,169440,52,0.837,0.0188,0.837,0.914,0.000278,0.0969,-4.247,0.0511,139.029,4
1949,4x4 (feat. Nelly),Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,191906,51,0.922,0.0504,0.922,0.797,0.0,0.134,-6.567,0.0558,119.955,4
1950,My Darlin' (feat. Future),Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,243306,47,0.616,0.0276,0.616,0.475,0.0,0.2,-6.714,0.0464,142.879,4
1951,Wrecking Ball,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,221360,77,0.53,0.407,0.53,0.422,0.0,0.107,-6.262,0.0342,119.964,4
1952,Love Money Party (feat. Big Sean),Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,219773,47,0.792,0.0784,0.792,0.546,0.0,0.341,-7.549,0.0916,129.093,4
1953,#GETITRIGHT,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,264706,48,0.844,0.0581,0.844,0.614,6.99e-06,0.0769,-6.19,0.0708,116.034,4
1954,Drive,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,255213,51,0.581,0.0512,0.581,0.678,0.0,0.164,-6.624,0.063,142.968,4
1955,FU (feat. French Montana),Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,229693,59,0.548,0.199,0.548,0.833,0.0,0.305,-3.294,0.0497,190.029,3
1956,Do My Thang,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,225493,56,0.76,0.282,0.76,0.575,0.000383,0.0993,-4.06,0.0444,131.983,4
1957,Maybe You're Right,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,213386,47,0.719,0.0235,0.719,0.814,0.0,0.0862,-5.099,0.0523,107.973,4
1958,Someone Else,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,288333,54,0.668,0.03,0.668,0.761,0.0,0.365,-7.093,0.0912,133.985,4
1959,Rooting for My Baby,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,200333,46,0.739,0.609,0.739,0.53,0.0,0.121,-7.355,0.0314,111.939,4
1960,On My Own,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,232320,45,0.916,0.0297,0.916,0.492,2.48e-05,0.0641,-6.789,0.0856,121.981,4
1961,Hands in the Air (feat. Ludacris),Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,202373,46,0.562,0.0318,0.562,0.758,0.0,0.39,-4.012,0.0524,137.152,4
1962,Adore You,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,278746,2,0.576,0.128,0.576,0.668,3.15e-06,0.0984,-5.416,0.0316,119.753,4
1963,We Can't Stop,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,231160,0,0.611,0.00787,0.611,0.617,0.0,0.372,-5.796,0.0335,80.022,4
1964,SMS (Bangerz) (feat. Britney Spears),Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,169440,0,0.847,0.0214,0.847,0.909,0.000123,0.144,-4.282,0.0554,138.993,4
1965,4x4 (feat. Nelly),Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,191840,0,0.925,0.053,0.925,0.79,1.63e-06,0.132,-6.566,0.0534,119.987,4
1966,My Darlin' (feat. Future),Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,243373,0,0.617,0.0298,0.617,0.49,0.0,0.233,-6.769,0.0461,142.898,4
1967,Wrecking Ball,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,221533,1,0.486,0.42,0.486,0.41,0.0,0.106,-6.226,0.0346,119.794,4
1968,Love Money Party (feat. Big Sean),Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,219600,0,0.79,0.0813,0.79,0.55,0.0,0.317,-7.509,0.0852,129.15,4
1969,#GETITRIGHT,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,264706,0,0.841,0.0513,0.841,0.628,8.21e-06,0.0774,-6.134,0.0692,116.014,4
1970,Drive,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,255280,0,0.586,0.0461,0.586,0.696,1.26e-06,0.168,-6.666,0.064,143.018,4
1971,FU (feat. French Montana),Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,229613,0,0.551,0.234,0.551,0.833,0.0,0.311,-3.395,0.0499,190.097,3
1972,Do My Thang,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,225600,0,0.763,0.332,0.763,0.563,0.000685,0.0899,-4.104,0.0334,132.013,4
1973,Maybe You're Right,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,213440,0,0.715,0.0233,0.715,0.815,0.0,0.081,-5.054,0.0494,107.976,4
1974,Someone Else,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,288306,0,0.665,0.0306,0.665,0.77,0.0,0.375,-7.069,0.0884,133.998,4
1975,Rooting for My Baby,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,200320,0,0.739,0.617,0.739,0.52,0.0,0.123,-7.36,0.0306,111.942,4
1976,On My Own,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,232333,0,0.92,0.0219,0.92,0.498,3.15e-05,0.0643,-6.784,0.0875,121.965,4
1977,Hands in the Air (feat. Ludacris),Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,202373,0,0.561,0.0384,0.561,0.76,0.0,0.323,-3.995,0.0518,137.159,4
1978,Liberty Walk,Can't Be Tamed,Miley Cyrus,2010-01-01,246266,41,0.573,0.000472,0.573,0.886,0.0,0.36,-3.569,0.0403,119.999,4
1979,Who Owns My Heart,Can't Be Tamed,Miley Cyrus,2010-01-01,214853,56,0.571,0.0106,0.571,0.805,0.0,0.0864,-4.985,0.129,135.908,4
1980,Can't Be Tamed,Can't Be Tamed,Miley Cyrus,2010-01-01,168213,63,0.63,0.0287,0.63,0.91,0.0,0.196,-2.919,0.144,116.98,4
1981,Every Rose Has Its Thorn,Can't Be Tamed,Miley Cyrus,2010-01-01,228240,52,0.254,0.19,0.254,0.657,0.0,0.0952,-4.995,0.0385,151.045,4
1982,Two More Lonely People,Can't Be Tamed,Miley Cyrus,2010-01-01,189946,42,0.689,0.00543,0.689,0.808,0.0,0.0631,-4.018,0.0615,128.015,4
1983,Forgiveness And Love,Can't Be Tamed,Miley Cyrus,2010-01-01,208466,37,0.453,0.137,0.453,0.709,0.0,0.308,-4.064,0.029,99.245,4
1984,Permanent December,Can't Be Tamed,Miley Cyrus,2010-01-01,217933,38,0.646,0.0508,0.646,0.92,1.13e-06,0.159,-3.366,0.0443,124.985,4
1985,Stay,Can't Be Tamed,Miley Cyrus,2010-01-01,261906,55,0.583,0.255,0.583,0.698,0.0,0.118,-4.836,0.0363,129.985,4
1986,Scars,Can't Be Tamed,Miley Cyrus,2010-01-01,222493,38,0.525,0.00272,0.525,0.847,0.0,0.0778,-3.269,0.0624,129.873,4
1987,Take Me Along,Can't Be Tamed,Miley Cyrus,2010-01-01,249320,37,0.452,0.00191,0.452,0.792,0.0,0.152,-3.922,0.0374,120.002,4
1988,Robot,Can't Be Tamed,Miley Cyrus,2010-01-01,223106,38,0.524,0.00171,0.524,0.824,0.00011,0.148,-2.984,0.0501,131.967,4
1989,My Heart Beats For Love,Can't Be Tamed,Miley Cyrus,2010-01-01,223040,40,0.49,0.00496,0.49,0.855,0.000518,0.307,-3.628,0.0392,95.991,4
1990,Kicking And Screaming,The Time Of Our Lives,Miley Cyrus,2009-01-01,178333,30,0.651,0.00643,0.651,0.87,0.00485,0.186,-3.565,0.078,136.067,4
1991,Party In The U.S.A.,The Time Of Our Lives,Miley Cyrus,2009-01-01,202066,74,0.652,0.00112,0.652,0.698,0.000115,0.0886,-4.667,0.042,96.021,4
1992,When I Look At You,The Time Of Our Lives,Miley Cyrus,2009-01-01,248586,63,0.459,0.142,0.459,0.545,0.0,0.105,-4.874,0.0282,137.941,3
1993,The Time Of Our Lives,The Time Of Our Lives,Miley Cyrus,2009-01-01,212293,35,0.704,0.00177,0.704,0.739,8.8e-05,0.0303,-2.825,0.0332,128.009,4
1994,Talk Is Cheap,The Time Of Our Lives,Miley Cyrus,2009-01-01,220466,26,0.457,6.1e-06,0.457,0.884,0.107,0.184,-3.651,0.0353,139.773,4
1995,Obsessed,The Time Of Our Lives,Miley Cyrus,2009-01-01,243573,29,0.324,0.00377,0.324,0.56,2.65e-06,0.133,-5.441,0.0291,141.82,4
1996,Before The Storm – duet with Jonas Brothers (Live),The Time Of Our Lives,Miley Cyrus,2009-01-01,275413,33,0.38,0.344,0.38,0.801,3.11e-06,0.549,-4.182,0.0388,149.901,4
1997,Kicking And Screaming,The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01,178333,38,0.651,0.00643,0.651,0.87,0.00485,0.186,-3.565,0.078,136.067,4
1998,Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01,202066,78,0.652,0.00112,0.652,0.698,0.000115,0.0886,-4.667,0.042,96.021,4
1999,When I Look At You,The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01,248586,71,0.459,0.142,0.459,0.545,0.0,0.105,-4.874,0.0282,137.941,3
2000,The Time Of Our Lives,The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01,212306,42,0.7,0.00317,0.7,0.741,5.02e-05,0.0294,-2.737,0.0338,127.998,4
2001,Talk Is Cheap,The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01,220466,35,0.457,6.1e-06,0.457,0.884,0.107,0.184,-3.651,0.0353,139.773,4
2002,Obsessed,The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01,243573,39,0.324,0.00377,0.324,0.56,2.65e-06,0.133,-5.441,0.0291,141.82,4
2003,Before The Storm – duet with Jonas Brothers (Live),The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01,275413,44,0.38,0.344,0.38,0.801,3.11e-06,0.549,-4.182,0.0388,149.901,4
2004,The Climb,The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01,234520,73,0.336,0.0635,0.336,0.602,0.0,0.141,-6.354,0.0325,161.01,4
2005,Breakout,Breakout,Miley Cyrus,2008-01-01,206160,13,0.448,0.000136,0.448,0.839,1.12e-05,0.23,-3.742,0.0508,160.027,4
2006,7 Things,Breakout,Miley Cyrus,2008-01-01,213453,26,0.591,0.0223,0.591,0.903,0.0,0.0786,-4.478,0.0363,107.031,4
2007,The Driveway,Breakout,Miley Cyrus,2008-01-01,223080,14,0.432,0.0245,0.432,0.87,0.0,0.105,-3.693,0.0472,164.965,4
2008,Girls Just Wanna Have Fun,Breakout,Miley Cyrus,2008-01-01,186426,19,0.517,0.00526,0.517,0.984,1.45e-06,0.496,-4.218,0.229,150.005,4
2009,Full Circle,Breakout,Miley Cyrus,2008-01-01,194480,13,0.505,0.0277,0.505,0.931,0.0,0.139,-3.679,0.0589,145.079,4
2010,Fly on the Wall,Breakout,Miley Cyrus,2008-01-01,151800,19,0.559,0.169,0.559,0.961,0.0,0.117,-4.16,0.0546,143.985,4
2011,Bottom Of The Ocean,Breakout,Miley Cyrus,2008-01-01,195093,17,0.597,0.419,0.597,0.476,0.0,0.109,-9.194,0.0603,77.949,4
2012,Wake Up America,Breakout,Miley Cyrus,2008-01-01,166520,9,0.546,0.0175,0.546,0.923,0.0,0.29,-3.964,0.0558,145.979,4
2013,These Four Walls,Breakout,Miley Cyrus,2008-01-01,208133,13,0.529,0.27,0.529,0.753,0.0,0.0955,-3.557,0.033,134.098,4
2014,Simple Song,Breakout,Miley Cyrus,2008-01-01,212013,12,0.349,0.253,0.349,0.678,0.0,0.0941,-5.237,0.0385,160.61,4
2015,Goodbye,Breakout,Miley Cyrus,2008-01-01,230826,19,0.354,0.00567,0.354,0.696,0.0001,0.156,-4.748,0.0308,174.891,3
2016,See You Again - Rock Mafia Remix,Breakout,Miley Cyrus,2008-01-01,196120,17,0.676,0.00699,0.676,0.959,1.47e-05,0.125,-5.344,0.0614,138.984,4
2017,Hovering,Breakout,Miley Cyrus,2008-01-01,149386,9,0.362,0.0139,0.362,0.833,0.0,0.286,-3.8,0.0639,126.247,4
2018,Someday,Breakout,Miley Cyrus,2008-01-01,183026,12,0.692,0.234,0.692,0.9,2.51e-06,0.316,-5.62,0.0323,107.103,4
2019,Breakout,Breakout,Miley Cyrus,2008-01-01,206160,29,0.445,0.000131,0.445,0.839,9.39e-06,0.231,-3.742,0.0504,160.073,4
2020,7 Things,Breakout,Miley Cyrus,2008-01-01,213453,53,0.591,0.0244,0.591,0.904,0.0,0.0786,-4.478,0.0359,107.027,4
2021,The Driveway,Breakout,Miley Cyrus,2008-01-01,223080,30,0.433,0.0245,0.433,0.869,0.0,0.105,-3.687,0.0475,164.976,4
2022,Girls Just Wanna Have Fun,Breakout,Miley Cyrus,2008-01-01,186426,48,0.516,0.00488,0.516,0.983,1.54e-06,0.496,-4.217,0.219,150.008,4
2023,Full Circle,Breakout,Miley Cyrus,2008-01-01,194480,29,0.503,0.0258,0.503,0.934,0.0,0.139,-3.68,0.058,145.078,4
2024,Fly on the Wall,Breakout,Miley Cyrus,2008-01-01,151800,44,0.558,0.163,0.558,0.96,0.0,0.152,-4.162,0.0541,143.991,4
2025,Bottom Of The Ocean,Breakout,Miley Cyrus,2008-01-01,195093,30,0.582,0.417,0.582,0.476,0.0,0.109,-9.194,0.0793,77.933,4
2026,Wake Up America,Breakout,Miley Cyrus,2008-01-01,166520,26,0.545,0.017,0.545,0.923,0.0,0.291,-3.964,0.056,146.034,4
2027,These Four Walls,Breakout,Miley Cyrus,2008-01-01,208133,29,0.528,0.273,0.528,0.753,1.01e-06,0.0951,-3.562,0.033,134.1,4
2028,Simple Song,Breakout,Miley Cyrus,2008-01-01,212013,27,0.356,0.255,0.356,0.678,0.0,0.094,-5.226,0.0374,160.652,4
2029,Goodbye,Breakout,Miley Cyrus,2008-01-01,230826,43,0.357,0.00553,0.357,0.697,9.37e-05,0.155,-4.746,0.0307,174.891,3
2030,See You Again - Rock Mafia Remix,Breakout,Miley Cyrus,2008-01-01,196093,38,0.676,0.00686,0.676,0.959,1.36e-05,0.123,-5.344,0.0613,138.986,4
2031,Breakout,Breakout,Miley Cyrus,2008-01-01,206160,38,0.444,0.000132,0.444,0.841,1.15e-05,0.229,-3.742,0.0504,160.093,4
2032,7 Things - Single Version,Breakout,Miley Cyrus,2008-01-01,213453,64,0.59,0.0232,0.59,0.903,0.0,0.0786,-4.478,0.0363,107.023,4
2033,The Driveway,Breakout,Miley Cyrus,2008-01-01,223080,38,0.434,0.0245,0.434,0.87,0.0,0.104,-3.693,0.0471,164.907,4
2034,Girls Just Wanna Have Fun,Breakout,Miley Cyrus,2008-01-01,186426,49,0.515,0.00504,0.515,0.984,1.38e-06,0.497,-4.218,0.219,150.008,4
2035,Full Circle,Breakout,Miley Cyrus,2008-01-01,194480,37,0.503,0.0258,0.503,0.934,0.0,0.139,-3.68,0.0581,145.081,4
2036,Fly On The Wall,Breakout,Miley Cyrus,2008-01-01,151800,53,0.559,0.165,0.559,0.961,0.0,0.152,-4.162,0.0544,143.974,4
2037,Bottom Of The Ocean,Breakout,Miley Cyrus,2008-01-01,195093,39,0.596,0.416,0.596,0.476,0.0,0.109,-9.201,0.0603,77.961,4
2038,Wake Up America,Breakout,Miley Cyrus,2008-01-01,166520,33,0.546,0.017,0.546,0.923,0.0,0.291,-3.964,0.0557,146.036,4
2039,These Four Walls,Breakout,Miley Cyrus,2008-01-01,208133,35,0.529,0.273,0.529,0.753,1.12e-06,0.0966,-3.536,0.033,134.102,4
2040,Simple Song,Breakout,Miley Cyrus,2008-01-01,212013,34,0.349,0.248,0.349,0.678,0.0,0.0941,-5.226,0.0386,160.621,4
2041,Goodbye,Breakout,Miley Cyrus,2008-01-01,230826,45,0.356,0.0056,0.356,0.696,9.01e-05,0.156,-4.748,0.0308,174.908,3
2042,See You Again - Rock Mafia Remix,Breakout,Miley Cyrus,2008-01-01,196093,48,0.672,0.00688,0.672,0.96,1.4e-05,0.123,-5.346,0.0597,138.935,4
2043,Breakout,Breakout,Miley Cyrus,2008-01-01,206160,14,0.445,0.000131,0.445,0.839,9.39e-06,0.231,-3.742,0.0504,160.073,4
2044,7 Things,Breakout,Miley Cyrus,2008-01-01,213453,27,0.591,0.0244,0.591,0.904,0.0,0.0786,-4.478,0.0359,107.027,4
2045,The Driveway,Breakout,Miley Cyrus,2008-01-01,223080,13,0.433,0.0245,0.433,0.869,0.0,0.105,-3.687,0.0475,164.976,4
2046,Girls Just Wanna Have Fun,Breakout,Miley Cyrus,2008-01-01,186426,18,0.516,0.00488,0.516,0.983,1.54e-06,0.496,-4.217,0.219,150.008,4
2047,Full Circle,Breakout,Miley Cyrus,2008-01-01,194480,13,0.503,0.0258,0.503,0.934,0.0,0.139,-3.68,0.058,145.078,4
2048,Fly on the Wall,Breakout,Miley Cyrus,2008-01-01,151800,20,0.558,0.163,0.558,0.96,0.0,0.152,-4.162,0.0541,143.991,4
2049,Bottom Of The Ocean,Breakout,Miley Cyrus,2008-01-01,195093,13,0.582,0.417,0.582,0.476,0.0,0.109,-9.194,0.0793,77.933,4
2050,Wake Up America,Breakout,Miley Cyrus,2008-01-01,166520,11,0.545,0.017,0.545,0.923,0.0,0.291,-3.964,0.056,146.034,4
2051,These Four Walls,Breakout,Miley Cyrus,2008-01-01,208133,12,0.528,0.273,0.528,0.753,1.01e-06,0.0951,-3.562,0.033,134.1,4
2052,Simple Song,Breakout,Miley Cyrus,2008-01-01,212013,11,0.356,0.255,0.356,0.678,0.0,0.094,-5.226,0.0374,160.652,4
2053,Goodbye,Breakout,Miley Cyrus,2008-01-01,230826,15,0.357,0.00553,0.357,0.697,9.37e-05,0.155,-4.746,0.0307,174.891,3
2054,See You Again - Rock Mafia Remix,Breakout,Miley Cyrus,2008-01-01,196093,17,0.676,0.00686,0.676,0.959,1.36e-05,0.123,-5.344,0.0613,138.986,4
2055,See You Again,Meet Miley Cyrus,Miley Cyrus,2007-06-26,190453,67,0.692,0.015,0.692,0.911,7.71e-05,0.112,-5.098,0.177,138.975,4
2056,East Northumberland High,Meet Miley Cyrus,Miley Cyrus,2007-06-26,204293,40,0.498,0.00228,0.498,0.83,5.76e-06,0.137,-3.779,0.0537,81.726,4
2057,Let's Dance,Meet Miley Cyrus,Miley Cyrus,2007-06-26,182546,40,0.784,0.00105,0.784,0.623,0.0135,0.143,-4.868,0.0424,112.999,4
2058,G.N.O. - Girl's Night Out,Meet Miley Cyrus,Miley Cyrus,2007-06-26,215800,40,0.507,0.004,0.507,0.93,4.72e-05,0.307,-2.172,0.103,151.064,4
2059,Right Here,Meet Miley Cyrus,Miley Cyrus,2007-06-26,164826,36,0.532,3.7e-05,0.532,0.92,0.000121,0.081,-4.811,0.0435,141.12,4
2060,As I Am,Meet Miley Cyrus,Miley Cyrus,2007-06-26,225640,33,0.638,0.0904,0.638,0.899,0.0,0.61,-2.774,0.0552,141.897,4
2061,Start All Over,Meet Miley Cyrus,Miley Cyrus,2007-06-26,207173,44,0.494,0.000316,0.494,0.935,0.0,0.076,-2.763,0.0644,150.088,4
2062,Clear,Meet Miley Cyrus,Miley Cyrus,2007-06-26,181946,33,0.625,0.0115,0.625,0.727,5.18e-06,0.358,-4.508,0.0392,79.939,4
2063,Good and Broken,Meet Miley Cyrus,Miley Cyrus,2007-06-26,175080,34,0.48,0.000195,0.48,0.87,0.000938,0.139,-4.015,0.097,144.085,4
2064,I Miss You,Meet Miley Cyrus,Miley Cyrus,2007-06-26,238053,44,0.509,0.0804,0.509,0.871,0.0,0.0967,-4.279,0.0389,169.974,4
2065,Nothing Else Matters,Nothing Else Matters,Miley Cyrus,2021-06-22,395785,63,0.452,0.00516,0.452,0.668,1.45e-05,0.112,-5.118,0.0292,142.548,3
2066,Nothing Else Matters,Nothing Else Matters,Miley Cyrus,2021-06-22,395785,53,0.452,0.00516,0.452,0.668,1.45e-05,0.112,-5.118,0.0292,142.548,3
2067,WITHOUT YOU (with Miley Cyrus),WITHOUT YOU (with Miley Cyrus),The Kid LAROI,2021-04-30,161384,75,0.655,0.173,0.655,0.469,0.0,0.0956,-6.257,0.0292,92.56,4
2068,WITHOUT YOU (with Miley Cyrus),WITHOUT YOU (with Miley Cyrus),The Kid LAROI,2021-04-28,161384,43,0.442,0.185,0.442,0.465,0.0,0.0949,-6.283,0.0427,93.109,4
2069,Prisoner (feat. Dua Lipa) - Jax Jones Remix,Prisoner (feat. Dua Lipa) [Jax Jones Remix],Miley Cyrus,2021-02-05,226266,61,0.844,0.174,0.844,0.619,1.05e-06,0.0831,-7.555,0.046,128.008,4
2070,Por Amar al Amor,Souvenir,Miranda!,2021-05-07,228515,41,0.665,0.000995,0.665,0.79,3.63e-06,0.125,-5.86,0.0262,122.998,4
2071,Caía la Noche,Souvenir,Miranda!,2021-05-07,191193,50,0.515,0.195,0.515,0.506,0.0,0.0885,-7.426,0.0472,82.459,4
2072,Me Gustas Tanto (feat. Sidonie),Souvenir,Miranda!,2021-05-07,220967,42,0.748,0.000857,0.748,0.885,0.139,0.0745,-6.378,0.0349,127.011,4
2073,Entre las Dos,Souvenir,Miranda!,2021-05-07,205436,39,0.737,0.0149,0.737,0.658,0.135,0.102,-8.657,0.0484,102.005,4
2074,Luna de Papel,Souvenir,Miranda!,2021-05-07,209989,32,0.682,0.00275,0.682,0.905,0.0336,0.0437,-6.641,0.0371,120.052,4
2075,No Es Lo Que Parece,Souvenir,Miranda!,2021-05-07,205312,40,0.713,0.0914,0.713,0.749,0.0029,0.152,-7.161,0.0267,121.988,4
2076,Un Tiempo,Souvenir,Miranda!,2021-05-07,195515,37,0.908,0.58,0.908,0.687,0.0102,0.0993,-11.564,0.132,123.084,4
2077,En el Bar,Souvenir,Miranda!,2021-05-07,222268,32,0.83,0.00571,0.83,0.615,0.542,0.0513,-7.185,0.0413,115.009,4
2078,Que No Pare,Souvenir,Miranda!,2021-05-07,177640,32,0.848,0.00773,0.848,0.479,0.32,0.0987,-5.637,0.0603,124.017,4
2079,Casi Feliz,Souvenir,Miranda!,2021-05-07,165022,36,0.779,0.0493,0.779,0.377,0.000259,0.114,-8.139,0.036,120.996,3
2080,Burla,Precoz,Miranda!,2019-12-13,174947,26,0.855,0.137,0.855,0.641,0.000717,0.349,-8.853,0.0494,107.042,4
2081,Sedán,Precoz,Miranda!,2019-12-13,212924,29,0.829,0.00381,0.829,0.711,0.0,0.138,-6.6,0.0368,122.015,4
2082,No Tengo Plata,Precoz,Miranda!,2019-12-13,182318,24,0.805,0.0489,0.805,0.584,0.00261,0.069,-7.643,0.0427,113.027,4
2083,No Da,Precoz,Miranda!,2019-12-13,183053,25,0.79,0.00322,0.79,0.723,0.668,0.094,-7.114,0.0339,121.01,4
2084,Estar Contigo,Precoz,Miranda!,2019-12-13,201806,24,0.699,0.0689,0.699,0.765,0.12,0.221,-7.286,0.0393,127.991,4
2085,Hay una Luz,Precoz,Miranda!,2019-12-13,201393,38,0.656,0.00434,0.656,0.872,3.06e-05,0.351,-7.186,0.0275,124.005,4
2086,Taxi,Precoz,Miranda!,2019-12-13,228066,24,0.621,0.0243,0.621,0.88,0.0636,0.0684,-5.727,0.041,148.011,4
2087,Duran Duran,Precoz,Miranda!,2019-12-13,222077,25,0.587,0.221,0.587,0.625,0.532,0.149,-12.059,0.0317,159.933,4
2088,Iman,The History 2002-2007,Miranda!,2018-11-09,262280,24,0.621,0.089,0.621,0.501,3.18e-06,0.104,-6.229,0.0409,119.897,3
